Id,Model,Price,Age,KM,HP,Metallic,Automatic,CC,Doors,Gears,Weight,Color
827,TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,8950,65,51000,86,1,0,1300,3,5,1015,Grey
828,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,61,50925,110,1,0,1600,5,5,1070,Grey
829,TOYOTA Corolla ,9390,66,50806,86,0,0,1300,3,5,1480,Green
830,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,59,50469,110,1,0,1600,5,5,1070,Black
831,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,61,50173,110,1,0,1600,5,5,1075,Grey
832,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,50000,110,1,0,1600,5,5,1075,Blue
833,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,65,49942,110,0,0,1600,3,6,1065,Red
834,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9900,67,49585,110,0,0,1600,5,5,1085,Red
835,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,62,49258,110,1,0,1600,4,5,1035,Grey
836,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,49000,110,0,0,1600,3,5,1050,Red
837,TOYOTA Corolla 1.6 LL HB 4/5-Doors,9950,63,48738,110,0,0,1600,5,5,1055,Blue
838,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,47750,86,1,0,1300,5,5,1040,Blue
839,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,47612,86,0,0,1300,3,5,1015,Blue
840,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10495,68,47500,86,1,0,1300,5,5,1035,Green
841,TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,9500,66,47237,110,0,0,1600,3,5,1050,Silver
842,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,58,47171,86,1,0,1300,3,5,1015,Blue
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10450,60,47060,110,0,0,1600,4,5,1035,Grey
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,47014,86,1,0,1300,3,5,1015,Grey
845,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9900,59,46929,86,1,0,1300,3,5,1025,Grey
846,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8900,63,46000,86,0,0,1300,5,5,1035,Green
847,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8745,65,45681,110,0,0,1600,3,5,1050,Red
848,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,8750,65,45549,86,1,0,1300,3,5,1015,Blue
849,TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,10750,57,45000,110,1,0,1600,5,5,1050,Black
850,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,9750,57,45000,110,1,0,1600,3,5,1050,Black
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8850,65,45000,110,0,0,1600,5,5,1075,Green
852,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,66,45000,86,1,0,1300,5,5,1035,Grey
853,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,63,45000,110,1,0,1600,4,5,1035,Violet
854,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9950,61,45000,107,0,1,1600,3,5,1085,Red
855,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,44944,110,1,0,1600,4,5,1035,Green
856,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,9950,61,44597,86,0,0,1300,3,5,1015,White
857,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9995,68,44458,86,0,0,1300,3,5,1015,Red
858,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,43818,110,0,0,1600,5,5,1070,Red
859,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10495,60,43426,110,1,0,1600,5,5,1070,Green
860,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,8950,68,43000,110,1,0,1600,5,5,1035,Silver
861,TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,9695,57,43000,110,0,0,1600,5,5,1075,Green
862,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,64,43000,86,0,0,1300,3,5,1015,Blue
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,68,42750,110,1,0,1600,3,5,1050,Blue
864,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,67,42102,110,1,0,1600,5,5,1075,Silver
865,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,9950,63,41586,110,1,0,1600,5,5,1114,Blue
866,TOYOTA Corolla 1.6 4/5-Doors,9900,64,41200,110,0,0,1600,5,5,1070,Red
867,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10950,57,40214,86,0,0,1300,3,5,1025,Red
868,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,60,40000,86,1,0,1300,4,5,1000,Blue
869,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,66,39222,86,1,1,1300,3,5,1045,Red
870,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,66,39144,110,1,0,1600,3,5,1050,Green
871,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,39000,110,1,0,1600,5,5,1075,Green
872,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,61,38019,110,1,0,1600,5,5,1070,Blue
873,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,68,37759,110,1,0,1600,5,5,1070,Blue
874,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,61,37500,110,0,0,1600,5,5,1085,White
875,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,60,37111,110,1,0,1600,3,5,1050,Red
876,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9750,62,37000,86,0,0,1300,3,5,1015,Red
877,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,36954,110,1,0,1600,3,5,1050,Green
878,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,60,36943,110,0,0,1600,5,5,1070,Red
879,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9950,63,36923,86,0,0,1300,5,5,1050,Red
880,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,66,36658,110,0,0,1600,3,5,1050,Black
881,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,36000,86,1,0,1300,3,5,1015,Green
882,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10450,65,36000,110,1,0,1600,3,6,1065,Grey
883,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,62,35512,110,1,0,1600,3,6,1065,Black
884,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,9250,65,35283,86,1,0,1300,3,5,1015,Green
885,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,68,35000,110,1,0,1600,3,5,1050,Grey
886,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10900,57,35000,86,1,0,1300,5,5,1045,Blue
887,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,64,34114,110,0,0,1600,3,5,1050,Blue
888,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11950,58,34000,110,0,0,1600,5,5,1075,Black
889,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7900,68,33847,86,1,0,1300,4,5,1000,Grey
890,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10900,57,33535,110,0,0,1600,4,5,1035,Red
891,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10450,65,33000,110,0,0,1600,3,5,1050,Blue
892,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,59,32150,110,1,0,1600,5,5,1085,Blue
893,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,31588,86,1,0,1300,3,5,1015,Green
894,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,60,31480,110,1,0,1600,3,6,1065,Red
895,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9900,57,31307,110,1,0,1600,5,5,1070,Green
896,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10750,68,31000,110,1,0,1600,4,5,1035,Grey
897,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,58,30634,110,1,0,1600,5,5,1075,Grey
898,TOYOTA Corolla 1.3 Linea Terra Comfort 4/5-Doors,9450,68,30300,86,1,0,1300,4,5,1000,Red
899,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10750,60,28500,86,1,1,1300,3,5,1045,Grey
900,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,60,28500,110,0,0,1600,5,5,1075,Red
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10000,57,28000,86,0,0,1300,3,5,1015,Black
902,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,10500,68,26698,110,0,0,1600,3,5,1055,Red
903,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,12500,62,26000,107,0,1,1600,3,5,1085,Black
904,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,25505,86,1,0,1300,5,5,1035,Green
905,TOYOTA Corolla 1.6 Luna LB 4/5-Doors,10500,58,25000,110,1,0,1600,5,5,1075,Green
906,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9245,66,22835,110,1,0,1600,3,5,1050,Green
907,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,59,22705,110,1,0,1600,5,5,1075,Grey
908,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,63,22178,86,1,0,1300,3,5,1015,Red
909,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10900,62,17345,110,1,0,1600,3,5,1050,Red
910,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,10950,67,15535,86,1,1,1300,4,5,1030,Grey
911,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,66,15110,86,0,0,1300,5,5,1035,Green
912,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,5950,73,176177,110,1,0,1600,5,5,1075,Silver
913,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6500,78,176000,86,0,0,1300,5,5,1035,Grey
914,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,7950,71,164000,110,1,0,1600,3,5,1050,Blue
915,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5800,78,161775,86,1,0,1300,3,5,1015,Black
916,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,160000,86,0,0,1300,3,5,1015,Blue
917,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5740,74,159908,110,0,0,1600,3,5,1050,Red
918,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6550,73,158492,86,0,0,1300,3,5,1015,Grey
919,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6750,73,156169,86,1,0,1300,5,5,1035,Silver
920,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,7950,78,155210,110,0,0,1600,3,5,1050,Blue
921,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5600,75,146197,86,0,0,1300,3,5,1015,Blue
922,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5950,77,145996,110,0,0,1600,4,5,1035,Grey
923,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,6950,80,143560,86,1,1,1300,3,5,1045,Green
924,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,79,138500,86,0,0,1300,5,5,1050,Grey
925,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,73,134539,110,0,0,1600,5,5,1070,Blue
926,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,131307,110,1,0,1600,3,5,1050,Red
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,74,130025,110,1,0,1600,3,5,1050,Grey
928,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,6500,78,130000,86,0,0,1300,5,5,1015,Blue
929,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,128960,110,1,0,1600,5,5,1070,Red
930,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,80,128351,110,1,0,1600,5,5,1070,Grey
931,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8250,73,128006,110,1,0,1600,3,5,1050,Blue
932,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,72,126478,110,1,0,1600,4,5,1035,Green
933,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,7900,77,126000,110,1,0,1600,5,5,1050,Blue
934,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,76,125778,110,0,0,1600,3,5,1050,Grey
935,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,7900,75,125400,110,0,0,1600,3,5,1050,White
936,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8450,70,124743,110,1,0,1600,3,5,1050,Blue
937,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,76,124591,110,1,0,1600,5,5,1075,Blue
938,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,124057,110,1,0,1600,3,5,1050,Blue
939,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,72,123403,110,1,0,1600,3,5,1050,Green
940,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,75,123104,110,1,0,1600,5,5,1070,Blue
941,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,123077,86,1,0,1300,3,5,1015,Red
942,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,80,122820,86,0,0,1300,5,5,1040,Red
943,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,122290,110,0,0,1600,3,5,1050,Red
944,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,74,121900,110,1,0,1600,4,5,1035,Red
945,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,121545,110,1,0,1600,5,5,1070,Grey
946,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,120196,110,1,0,1600,3,5,1050,Black
947,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,120000,110,0,0,1600,5,5,1085,White
948,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,120000,110,0,0,1600,5,5,1075,Green
949,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,115877,110,0,0,1600,4,5,1035,White
950,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,115345,110,1,0,1600,5,5,1070,Red
951,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,6500,71,115157,110,1,0,1600,3,5,1050,Black
952,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,115000,107,1,1,1600,5,5,1100,Red
953,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,114258,86,1,0,1300,5,5,1050,Blue
954,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,112307,110,1,0,1600,5,5,1070,Grey
955,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7350,72,112000,86,1,0,1300,3,5,1015,Blue
956,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7750,73,111602,86,1,0,1300,3,5,1015,Black
957,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,110901,110,1,0,1600,5,5,1085,Grey
958,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,110887,110,1,0,1600,3,5,1055,Green
959,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,72,110634,86,1,0,1300,3,5,1015,Blue
960,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,110000,110,1,0,1600,4,5,1035,Grey
961,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,109540,110,0,0,1600,5,5,1085,Grey
962,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,109263,110,0,0,1600,5,5,1070,Grey
963,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,107516,110,1,0,1600,3,5,1050,Black
964,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,107108,110,1,0,1600,3,5,1050,Grey
965,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,107000,110,1,0,1600,3,5,1050,Grey
966,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,106250,110,0,0,1600,5,5,1070,Green
967,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,71,106150,86,0,0,1300,3,5,1015,Black
968,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,72,106108,110,1,0,1600,3,5,1050,Blue
969,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,105856,86,0,0,1300,3,5,1015,White
970,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,105152,86,0,0,1300,3,5,1015,Green
971,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,105135,110,1,0,1600,3,5,1050,Silver
972,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,76,104344,110,1,0,1600,3,5,1050,Green
973,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,74,104150,110,1,0,1600,3,5,1050,Blue
974,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,6750,74,104000,86,1,0,1300,3,5,1010,Grey
975,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,103121,86,1,0,1300,5,5,1035,Grey
976,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,102300,86,1,0,1300,3,5,1015,Blue
977,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,102005,107,1,1,1600,5,5,1105,Grey
978,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,102000,86,1,0,1300,3,5,1015,Blue
979,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,101855,110,1,0,1600,5,5,1070,Grey
980,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,101773,110,0,0,1600,3,5,1050,Grey
981,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,101159,110,1,0,1600,5,5,1085,Red
982,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,74,101000,86,0,0,1300,3,5,1015,Grey
983,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,100732,86,1,1,1300,4,5,1030,Blue
984,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,100719,110,0,0,1600,5,5,1070,Red
985,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,100487,110,0,0,1600,4,5,1035,Red
986,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,100458,110,0,0,1600,5,5,1085,Blue
987,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,100192,110,1,0,1600,3,5,1050,Black
988,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,100123,110,1,0,1600,3,5,1050,Black
989,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,99971,110,1,0,1600,3,5,1050,Grey
990,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,99397,86,0,0,1300,5,5,1035,Blue
991,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,99374,86,1,0,1300,5,5,1035,Blue
992,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,72,99245,110,1,0,1600,5,5,1114,Red
993,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,98742,110,0,0,1600,5,5,1085,Silver
994,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,71,98154,110,1,0,1600,3,5,1050,Black
995,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,98000,110,1,0,1600,5,5,1065,Green
996,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,97548,86,0,0,1300,5,5,1035,White
997,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,8900,78,97534,110,1,0,1600,5,5,1070,Grey
998,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,97494,110,1,0,1600,5,5,1085,Silver
999,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,97085,110,1,0,1600,5,5,1085,Grey
1000,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,69,97000,110,0,0,1600,4,5,1035,Green
1001,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,96302,86,1,0,1300,3,5,1015,Blue
1002,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,96000,86,1,0,1300,3,5,1015,Black
1003,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,96000,110,1,0,1600,5,5,1085,Black
1004,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,95909,110,1,0,1600,5,5,1070,Black
1005,TOYOTA Corolla 1.6 Terra Stationwagen,6990,79,95700,110,0,0,1600,5,5,1085,Red
1006,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,95651,110,1,0,1600,5,5,1070,Blue
1007,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,79,95000,86,1,0,1300,5,5,1035,Grey
1008,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,94447,110,0,0,1600,3,5,1050,Red
1009,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,80,94079,110,1,0,1600,5,5,1085,Grey
1010,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,9250,80,93841,110,0,0,1600,5,5,1070,Silver
1011,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,79,93090,86,1,0,1300,5,5,1035,Silver
1012,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,93066,110,1,0,1600,5,5,1075,Grey
1013,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8950,79,93039,110,1,0,1600,3,5,1050,Blue
1014,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,77,93000,110,1,0,1600,5,5,1075,Green
1015,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,80,92830,86,1,0,1300,3,5,1015,Silver
1016,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,80,92255,107,0,1,1600,5,5,1105,Grey
1017,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,80,92096,86,1,0,1300,5,5,1035,Red
1018,TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,8950,72,91921,86,1,0,1300,3,5,1020,Blue
1019,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,70,91900,86,1,0,1300,3,5,1015,Silver
1020,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,91399,110,1,0,1600,5,5,1070,Blue
1021,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,91082,110,1,0,1600,3,5,1050,Silver
1022,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,71,90370,86,1,0,1300,5,5,1035,Blue
1023,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,8500,78,90345,86,1,0,1300,5,5,1035,Silver
1024,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,90305,86,1,0,1300,3,5,1015,Grey
1025,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,78,90011,86,0,1,1300,3,5,1045,Green
1026,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,90000,86,1,0,1300,3,5,1015,Green
1027,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8450,70,89983,110,0,0,1600,3,5,1055,Red
1028,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7500,78,89953,110,0,0,1600,5,5,1114,Green
1029,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,79,89739,86,1,0,1300,5,5,1035,Blue
1030,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,76,89520,110,1,0,1600,3,5,1050,Blue
1031,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,89507,86,0,0,1300,3,5,1015,Green
1032,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9200,69,89096,110,1,0,1600,5,5,1085,Red
1033,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,74,88700,110,1,0,1600,3,5,1050,Blue
1034,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7850,72,88500,110,1,0,1600,5,5,1075,Blue
1035,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7200,75,88000,110,1,0,1600,3,5,1050,Silver
